Filename,Admiration,Amusement,Determination,Empathic Pain,Excitement,Joy
00174,0.0,0.0,0.0,0.0,0.0,0.5
00175,0.0341880358755588,0.0769230797886848,0.0598290599882602,0.0,0.2905983030796051,0.0940170958638191
00176,0.5,0.0,0.0,0.0,0.0,0.25
00177,0.5,0.0,0.0,0.0,0.0,0.0
00178,1.0,0.0,0.0,0.0,0.0,0.5
00179,0.4,0.0,0.0,0.0,0.0,0.0
00180,0.5,0.0,0.0,0.0,0.0,0.0
00181,0.5,0.5,0.5,0.0,0.0,0.0
00182,0.0,0.0,0.0,0.0,0.1666666716337204,0.0
00183,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
00184,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
00185,0.0,0.0,0.0,0.0,0.0,0.5
00186,0.0291970800608396,0.0291970800608396,0.0656934306025505,0.0,0.0948905125260353,0.0510948896408081
00187,0.0,0.5,0.0,0.0,0.5,0.0
00188,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
00189,0.0,0.0,0.0,0.0,0.0,0.1428571492433548
00190,0.0,0.0,0.0,0.0,1.0,0.0
00191,0.0,0.0,0.0,0.0,0.0,1.0
00192,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
00193,1.0,0.0,0.0,0.0,0.0,0.0
00194,0.125,0.25,0.0,0.0,0.5,0.25
00195,0.5,0.5,0.5,0.0,0.0,0.0
00196,0.0,0.5,0.0,0.0,0.0,0.0
00197,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
00198,0.5,0.0,0.0,0.0,0.0,0.0
00199,0.5,0.0,0.0,0.0,0.0,0.0
00200,0.0,0.5,0.0,0.0,0.0,0.0
00201,0.0,0.0,0.5,0.5,0.0,0.0
00202,0.0,0.0,0.0,0.5,0.0,0.0
00203,0.2380952388048172,0.0238095242530107,0.095238097012043,0.0,0.0476190485060215,0.0476190485060215
00204,0.0,0.0,0.0,0.0,0.5,0.0
00205,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
00206,0.5,0.0,0.0,0.0,0.0,0.0
00207,0.0,0.0,1.0,0.0,0.0,0.0
00208,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
00209,0.0,0.0,0.5,0.0,0.0,0.0
00210,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
00211,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
00212,0.0,0.0,0.0,0.5,0.0,0.0
00213,0.0,0.25,0.0,0.0,0.0,0.0
00214,0.4000000059604645,0.2000000029802322,0.0,0.0,0.0,0.2000000029802322
00215,0.25,0.0,0.0,0.0,0.0,0.0
00216,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
00217,0.0,0.5,0.0,0.0,0.1666666716337204,0.0
00218,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
00219,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
00220,0.0,0.0,0.5,0.0,0.0,0.0
00221,0.2477064281702041,0.0091743115335702,0.027522936463356,0.0091743115335702,0.0183486230671405,0.0091743115335702
00222,0.0,0.5,0.5,0.0,0.0,0.5
00223,1.0,0.0,0.0,0.0,0.0,0.0
00224,0.3333333432674408,0.6666666865348816,0.0,0.0,0.3333333432674408,0.0
00225,0.0,0.0,0.0,0.0,0.5,0.0
00226,0.0,0.0,0.0,0.0,0.0,0.5
00227,0.7142857313156128,0.0,0.0,0.0,0.0,0.0
00228,0.0,0.0091743115335702,0.0183486230671405,0.0091743115335702,0.0,0.0
00229,0.0,0.0,0.0,0.0,0.5,0.0
00230,0.0,0.5,0.0,0.0,0.5,1.0
00231,0.0080000003799796,0.0399999991059303,0.1360000073909759,0.0080000003799796,0.1599999964237213,0.0
00232,0.0,0.5,0.0,0.0,0.0,0.0
00233,0.5,0.0,0.0,0.0,0.0,0.0
00234,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.0
00235,0.6666666865348816,0.0,0.0,0.0,0.6666666865348816,0.3333333432674408
00236,0.2477064281702041,0.0091743115335702,0.027522936463356,0.0091743115335702,0.0183486230671405,0.0091743115335702
00237,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
00238,0.5,0.0,0.0,0.0,0.5,0.5
00239,0.045045044273138,0.0180180184543132,0.0630630627274513,0.0,0.0,0.0270270276814699
00240,0.0,0.0,0.0,0.0,0.0,0.5
00241,0.0,0.0,0.5,0.0,0.0,0.0
00242,0.0,0.4000000059604645,0.0,0.0,0.2000000029802322,0.2000000029802322
00243,0.5,0.0,0.0,0.0,0.0,0.0
00244,0.125,0.0390625,0.0234375,0.0,0.0546875,0.1015625
00245,0.0,0.0,1.0,0.0,0.0,0.0
00246,0.0,0.0,0.1395348906517028,0.0232558138668537,0.0,0.0
00247,0.2000000029802322,0.0,0.0,0.0,0.2000000029802322,0.2000000029802322
00248,0.5,0.0,0.0,0.0,0.0,0.0
00249,0.5,0.0,0.0,0.0,0.5,0.0
00250,0.0,0.6666666865348816,0.0,0.0,0.0,0.5
00251,0.0,0.0,0.0,0.0,0.0,0.5
00252,0.5,0.0,0.0,0.0,0.0,0.0
00253,0.0,0.0,0.0,0.0,0.5,0.0
00254,0.0,0.0,0.5,0.0,0.0,0.0
00255,0.0,0.25,0.0,0.0,0.25,0.25
00256,0.0,0.5,0.0,0.0,0.0,0.0
00257,0.0,0.0,0.0,0.0,0.5,0.0
00258,0.0,0.5,0.0,0.0,0.0,0.5
00259,0.5,0.0,0.5,0.0,0.0,0.0
00260,0.125,0.0390625,0.0234375,0.0,0.0546875,0.1015625
00261,0.0,0.5,0.0,0.0,0.0,0.0
00262,1.0,0.0,0.0,0.0,0.0,0.0
00263,0.4000000059604645,0.2000000029802322,0.0,0.0,0.0,0.2000000029802322
00264,0.2857142984867096,0.0,0.0,0.0,0.0,0.1428571492433548
00265,0.0,0.0,0.5,0.0,0.0,0.0
00266,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
00267,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
00268,0.0,0.0,0.0,0.0,0.5,0.5
00269,0.0,0.2000000029802322,0.0,0.0,0.0,0.4000000059604645
00270,0.0,0.0,1.0,0.0,0.0,0.0
00271,0.5,0.0,0.0,0.0,0.5,0.0
00272,0.4000000059604645,0.0,0.0,0.0,0.0,0.2000000029802322
00273,0.0,0.0,0.0,0.0,0.5,0.0
00274,0.0,0.0,0.5,0.0,0.0,0.0
00275,0.5,0.5,0.0,0.0,0.0,0.5
00276,0.5,0.5,0.5,0.0,0.0,0.0
00277,0.4000000059604645,0.6000000238418579,0.0,0.0,0.0,0.0
00278,0.0,0.5,0.0,0.0,0.5,0.0
00279,0.0,0.5,0.0,0.0,0.0,0.0
00280,0.0,0.5,0.0,0.0,0.5,0.0
00281,0.0,0.0,0.0,0.0,0.5,0.5
00282,0.0,0.4285714328289032,0.0,0.0,0.1428571492433548,0.2857142984867096
00283,0.0,0.0,0.3000000119209289,0.0,0.0,0.0
00284,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
00285,0.0,0.0,0.0,0.1666666716337204,0.0,0.0
00286,0.5,0.0,0.0,0.0,0.5,0.5
00287,0.0,0.0,0.0,0.0,0.0,0.5
00288,0.5,0.0,0.0,0.0,0.0,0.0
00289,0.0,0.6000000238418579,0.0,0.0,0.0,0.0
00290,0.0,0.5,0.0,0.0,0.0,0.0
00291,0.375,0.125,0.0,0.0,0.0,0.375
00292,0.0,0.625,0.0,0.0,0.25,0.125
00293,0.0,0.0,0.0,0.0,0.25,0.0
00294,0.0,0.0091743115335702,0.0183486230671405,0.0091743115335702,0.0,0.0
00295,0.5,0.5,0.0,0.0,0.0,0.0
00296,0.0,0.0,0.0,0.1428571492433548,0.0,0.0
00297,0.4000000059604645,0.0,0.0,0.0,0.2000000029802322,0.2000000029802322
00298,0.5,0.0,0.0,0.0,0.5,0.5
00299,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
00300,0.0,0.5,0.5,0.0,0.5,0.0
00301,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
00302,0.0818181782960891,0.0090909088030457,0.0454545468091964,0.0090909088030457,0.0181818176060915,0.1545454561710357
00303,0.5,0.5,0.0,0.0,0.0,0.5
00304,0.0,0.5,0.0,0.0,0.0,0.0
00305,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
00306,0.5,0.0,0.0,0.0,0.5,0.0
00307,0.0,0.0,0.0,0.0,0.3333333432674408,0.3333333432674408
00308,0.0,0.0,0.5,0.0,0.0,0.0
00309,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
00310,0.5,0.0,0.0,0.0,0.5,0.0
00311,0.0,0.5,0.0,0.0,0.0,0.0
00312,0.0,0.0,0.0,0.0,0.1666666716337204,0.5
00313,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
00314,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
00315,0.5,0.0,0.0,0.0,0.5,0.5
00316,0.3333333432674408,0.3333333432674408,0.0,0.0,1.0,0.0
00317,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
00318,0.25,0.0,0.0,0.0,0.0,0.0
00319,0.0080000003799796,0.0399999991059303,0.1360000073909759,0.0080000003799796,0.1599999964237213,0.0
00320,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
00321,0.0,0.0,0.0,0.0,0.5,0.5
00322,0.5,0.5,0.5,0.0,0.0,0.0
00323,0.0,0.0,0.25,0.0,0.0,0.0
00324,0.0,0.0,0.0,0.0948275849223136,0.0,0.0
00325,0.5,0.5,0.5,0.0,0.0,0.0
00326,0.0,0.0,0.0,0.0,1.0,0.0
00327,0.3333333432674408,0.0,0.0,0.0,0.0,0.3333333432674408
00328,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
00329,0.0,0.0183486230671405,0.0458715595304966,0.0,0.2201834917068481,0.1009174287319183
00330,0.0,0.5,0.0,0.0,0.5,0.0
00331,0.5,0.0,0.0,0.0,0.0,1.0
00332,0.5,0.0,0.0,0.0,0.0,0.0
00333,0.25,0.0,0.25,0.0,0.0,0.0
00334,0.0,0.0,0.5,0.0,0.0,0.0
00335,0.0,0.5,0.0,0.0,0.0,0.0
00336,0.1666666716337204,0.3333333432674408,0.0,0.0,0.1666666716337204,0.1666666716337204
00337,0.0,0.0,0.0,0.0,0.5,0.0
00338,0.2000000029802322,0.0,0.0,0.0,0.0,0.2000000029802322
00339,0.0,0.0,0.0,0.0,0.3333333432674408,0.3333333432674408
00340,0.0,0.0,0.0,0.0,0.0,0.5
00341,0.3333333432674408,0.3333333432674408,0.0,0.0,0.3333333432674408,0.3333333432674408
00342,0.0,0.375,0.0,0.0,0.125,0.125
00343,0.5,0.0,0.5,0.0,0.0,0.0
00344,0.0,0.0,0.0,0.1428571492433548,0.0,0.0
00345,0.0,0.0,0.25,0.0,0.0,0.0
00346,0.0,0.0,0.4285714328289032,0.0,0.0,0.0
00347,0.0,0.0,0.0,0.0,1.0,0.0
00348,0.0,0.4000000059604645,0.0,0.0,0.2000000029802322,0.0
00349,0.0263157896697521,0.0,0.1052631586790084,0.0,0.0526315793395042,0.1052631586790084
00350,0.0,0.5,0.0,0.0,0.5,0.0
00351,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
00352,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408,0.0
00353,1.0,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0
00354,0.0,0.0,0.0,0.0,0.25,0.0
00355,0.0,0.0,0.0,0.0,0.5,0.5
00356,0.0,0.0,0.0,0.0,0.0,0.5
00357,0.0,0.0,0.5,0.0,0.0,0.0
00358,0.0,0.0,0.0,0.0,0.5,0.0
00359,0.0,0.25,0.0,0.0,0.0,0.0
00360,0.5,0.0,0.0,0.0,0.5,0.0
00361,0.0,0.0089285718277096,0.0357142873108387,0.0089285718277096,0.0089285718277096,0.0
00362,0.0,0.0,0.5,0.0,0.0,0.5
00363,0.0,0.0,0.0,0.0,0.5,0.0
00364,0.5,0.0,0.0,0.0,0.0,0.0
00365,0.0,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204
00366,0.0,0.0,0.0,0.0,0.5,0.0
00367,0.5,0.5,0.0,0.0,0.5,0.5
00368,0.0,0.0,0.0,0.0,0.5,0.0
00369,0.0,0.5,0.0,0.0,0.0,0.25
00370,0.0,0.4000000059604645,0.0,0.0,0.2000000029802322,0.6000000238418579
00371,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.3333333432674408
00372,0.0,0.0,0.1428571492433548,0.0,0.1428571492433548,0.0
00373,0.0,0.0,0.0,0.0,0.3333333432674408,0.3333333432674408
00374,0.0,0.0,0.0,0.0,1.0,0.0
00375,0.0,0.5,0.5,0.0,0.0,0.0
00376,0.0,0.0,0.0,0.0,0.5,0.0
00377,0.0818181782960891,0.0090909088030457,0.0454545468091964,0.0090909088030457,0.0181818176060915,0.1545454561710357
00378,0.0,0.25,0.0,0.0,0.5,0.0
00379,0.25,0.25,0.0,0.0,0.25,0.75
00380,0.0,0.0,1.0,0.5,0.0,0.0
00381,0.2477064281702041,0.0091743115335702,0.027522936463356,0.0091743115335702,0.0183486230671405,0.0091743115335702
00382,0.5,0.0,0.0,0.0,0.0,0.0
00383,0.0,0.5,0.0,0.0,0.0,0.0
00384,0.0,0.0,0.0,0.0,0.5,0.5
00385,0.0,0.800000011920929,0.0,0.0,0.0,0.4000000059604645
00386,0.0,0.4,0.0,0.2,0.0,0.0
00387,0.0,0.0,0.0,0.0,0.0,0.5
00388,0.0,0.5,0.0,0.0,0.0,0.0
00389,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
00390,0.0,0.0,0.0,0.0,0.0,1.0
00391,0.5,0.0,0.0,0.0,1.0,0.5
00392,1.0,0.0,0.0,0.0,0.0,0.5
00393,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
00394,0.0,0.0,0.0,0.0,0.5,0.0
00395,0.5,0.0,0.0,0.0,0.0,0.0
00396,0.5,0.0,0.0,0.0,0.0,0.0
00397,0.2477064281702041,0.0091743115335702,0.027522936463356,0.0091743115335702,0.0183486230671405,0.0091743115335702
00398,0.0,0.0,0.0,0.0,0.0,0.5
00399,0.0,0.5,0.0,0.0,0.0,0.0
00400,0.0,0.0,0.0,0.5,0.0,0.0
00401,0.0,0.0090090092271566,0.0720720738172531,0.0,0.0090090092271566,0.0
00402,0.0,0.0,0.0,0.0,0.5,0.0
00403,0.5,0.5,0.5,0.0,0.0,0.0
00404,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,0.0
00405,0.0,0.0,0.5,0.0,0.0,0.0
00406,0.5,0.5,0.5,0.0,0.0,0.0
00407,0.0,0.0183486230671405,0.0458715595304966,0.0,0.2201834917068481,0.1009174287319183
00408,0.0,0.0,0.5,0.0,0.0,0.0
00409,0.0,0.5,0.0,0.0,0.0,0.0
00410,0.0,0.0,0.25,0.0,0.0,0.0
00411,0.0,0.0,0.5,0.0,0.0,0.0
00412,0.0,0.5,0.0,0.0,0.0,0.5
00413,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
00414,0.0,0.0,0.2857142984867096,0.0,0.0,0.0
00415,0.25,0.0,0.0,0.0,0.5,0.0
00416,0.0,0.5,0.0,0.0,0.5,0.0
00417,0.2477064281702041,0.0091743115335702,0.027522936463356,0.0091743115335702,0.0183486230671405,0.0091743115335702
00418,0.5,0.0,0.0,0.0,0.0,0.0
00419,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
00420,0.0,0.0,0.0,0.5,0.0,0.0
00421,0.0,0.5,0.0,0.0,0.5,0.5
00422,0.0,0.0,0.0,0.0,0.5,1.0
00423,0.0,0.5,0.0,0.0,0.0,0.0
00424,0.0,0.0,0.0,0.5,0.0,0.0
00425,0.0,0.5,0.0,0.0,0.0,0.0
00426,0.0,0.5,0.5,0.0,0.0,0.0
00427,0.5,0.0,0.0,0.0,0.0,0.0
00428,0.5,0.0,0.0,0.0,0.5,0.0
00429,0.0,0.0,0.6000000238418579,0.0,0.0,0.0
00430,0.0,0.5,0.0,0.0,0.0,0.0
00431,0.0,0.5,0.0,0.0,0.0,0.0
00432,0.0,0.5,0.0,0.0,0.5,0.5
00433,0.5,0.5,0.0,0.0,0.0,0.0
00434,0.0,0.0,0.0,0.0,0.0,0.5
00435,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0
00436,0.0,0.0,0.0,0.2000000029802322,0.2000000029802322,0.2000000029802322
00437,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204
00438,0.125,0.0390625,0.0234375,0.0,0.0546875,0.1015625
00439,0.0088495574891567,0.0,0.3185840845108032,0.0,0.0,0.0
00440,0.5,0.0,0.0,0.0,0.0,0.0
00441,0.5,0.0,0.0,0.0,0.5,0.5
00442,0.1351351290941238,0.1351351290941238,0.0,0.0,0.0,0.0540540553629398
00443,0.0,0.5,0.0,0.0,0.5,0.0
00444,0.0,0.0,0.0,0.0,1.0,0.5
